date_id,full_date,year,quarter,month,month_name,week,day_of_week,day_name,is_weekend
478,2024-04-22,2024,2,4,April,17,0,Monday,0
479,2024-04-23,2024,2,4,April,17,1,Tuesday,0
480,2024-04-24,2024,2,4,April,17,2,Wednesday,0
481,2024-04-25,2024,2,4,April,17,3,Thursday,0
482,2024-04-26,2024,2,4,April,17,4,Friday,0
483,2024-04-27,2024,2,4,April,17,5,Saturday,1
484,2024-04-28,2024,2,4,April,17,6,Sunday,1
485,2024-04-29,2024,2,4,April,18,0,Monday,0
486,2024-04-30,2024,2,4,April,18,1,Tuesday,0
487,2024-05-01,2024,2,5,May,18,2,Wednesday,0
488,2024-05-02,2024,2,5,May,18,3,Thursday,0
489,2024-05-03,2024,2,5,May,18,4,Friday,0
490,2024-05-04,2024,2,5,May,18,5,Saturday,1
491,2024-05-05,2024,2,5,May,18,6,Sunday,1
492,2024-05-06,2024,2,5,May,19,0,Monday,0
493,2024-05-07,2024,2,5,May,19,1,Tuesday,0
494,2024-05-08,2024,2,5,May,19,2,Wednesday,0
495,2024-05-09,2024,2,5,May,19,3,Thursday,0
496,2024-05-10,2024,2,5,May,19,4,Friday,0
497,2024-05-11,2024,2,5,May,19,5,Saturday,1
498,2024-05-12,2024,2,5,May,19,6,Sunday,1
499,2024-05-13,2024,2,5,May,20,0,Monday,0
500,2024-05-14,2024,2,5,May,20,1,Tuesday,0
501,2024-05-15,2024,2,5,May,20,2,Wednesday,0
502,2024-05-16,2024,2,5,May,20,3,Thursday,0
503,2024-05-17,2024,2,5,May,20,4,Friday,0
504,2024-05-18,2024,2,5,May,20,5,Saturday,1
505,2024-05-19,2024,2,5,May,20,6,Sunday,1
506,2024-05-20,2024,2,5,May,21,0,Monday,0
507,2024-05-21,2024,2,5,May,21,1,Tuesday,0
508,2024-05-22,2024,2,5,May,21,2,Wednesday,0
509,2024-05-23,2024,2,5,May,21,3,Thursday,0
510,2024-05-24,2024,2,5,May,21,4,Friday,0
511,2024-05-25,2024,2,5,May,21,5,Saturday,1
512,2024-05-26,2024,2,5,May,21,6,Sunday,1
513,2024-05-27,2024,2,5,May,22,0,Monday,0
514,2024-05-28,2024,2,5,May,22,1,Tuesday,0
515,2024-05-29,2024,2,5,May,22,2,Wednesday,0
516,2024-05-30,2024,2,5,May,22,3,Thursday,0
517,2024-05-31,2024,2,5,May,22,4,Friday,0
518,2024-06-01,2024,2,6,June,22,5,Saturday,1
519,2024-06-02,2024,2,6,June,22,6,Sunday,1
520,2024-06-03,2024,2,6,June,23,0,Monday,0
521,2024-06-04,2024,2,6,June,23,1,Tuesday,0
522,2024-06-05,2024,2,6,June,23,2,Wednesday,0
523,2024-06-06,2024,2,6,June,23,3,Thursday,0
524,2024-06-07,2024,2,6,June,23,4,Friday,0
525,2024-06-08,2024,2,6,June,23,5,Saturday,1
526,2024-06-09,2024,2,6,June,23,6,Sunday,1
527,2024-06-10,2024,2,6,June,24,0,Monday,0
528,2024-06-11,2024,2,6,June,24,1,Tuesday,0
529,2024-06-12,2024,2,6,June,24,2,Wednesday,0
530,2024-06-13,2024,2,6,June,24,3,Thursday,0
531,2024-06-14,2024,2,6,June,24,4,Friday,0
532,2024-06-15,2024,2,6,June,24,5,Saturday,1
533,2024-06-16,2024,2,6,June,24,6,Sunday,1
534,2024-06-17,2024,2,6,June,25,0,Monday,0
535,2024-06-18,2024,2,6,June,25,1,Tuesday,0
536,2024-06-19,2024,2,6,June,25,2,Wednesday,0
537,2024-06-20,2024,2,6,June,25,3,Thursday,0
538,2024-06-21,2024,2,6,June,25,4,Friday,0
539,2024-06-22,2024,2,6,June,25,5,Saturday,1
540,2024-06-23,2024,2,6,June,25,6,Sunday,1
541,2024-06-24,2024,2,6,June,26,0,Monday,0
542,2024-06-25,2024,2,6,June,26,1,Tuesday,0
543,2024-06-26,2024,2,6,June,26,2,Wednesday,0
544,2024-06-27,2024,2,6,June,26,3,Thursday,0
545,2024-06-28,2024,2,6,June,26,4,Friday,0
546,2024-06-29,2024,2,6,June,26,5,Saturday,1
547,2024-06-30,2024,2,6,June,26,6,Sunday,1
548,2024-07-01,2024,3,7,July,27,0,Monday,0
549,2024-07-02,2024,3,7,July,27,1,Tuesday,0
550,2024-07-03,2024,3,7,July,27,2,Wednesday,0
551,2024-07-04,2024,3,7,July,27,3,Thursday,0
552,2024-07-05,2024,3,7,July,27,4,Friday,0
553,2024-07-06,2024,3,7,July,27,5,Saturday,1
554,2024-07-07,2024,3,7,July,27,6,Sunday,1
555,2024-07-08,2024,3,7,July,28,0,Monday,0
556,2024-07-09,2024,3,7,July,28,1,Tuesday,0
557,2024-07-10,2024,3,7,July,28,2,Wednesday,0
558,2024-07-11,2024,3,7,July,28,3,Thursday,0
559,2024-07-12,2024,3,7,July,28,4,Friday,0
560,2024-07-13,2024,3,7,July,28,5,Saturday,1
561,2024-07-14,2024,3,7,July,28,6,Sunday,1
562,2024-07-15,2024,3,7,July,29,0,Monday,0
563,2024-07-16,2024,3,7,July,29,1,Tuesday,0
564,2024-07-17,2024,3,7,July,29,2,Wednesday,0
565,2024-07-18,2024,3,7,July,29,3,Thursday,0
566,2024-07-19,2024,3,7,July,29,4,Friday,0
567,2024-07-20,2024,3,7,July,29,5,Saturday,1
568,2024-07-21,2024,3,7,July,29,6,Sunday,1
569,2024-07-22,2024,3,7,July,30,0,Monday,0
570,2024-07-23,2024,3,7,July,30,1,Tuesday,0
571,2024-07-24,2024,3,7,July,30,2,Wednesday,0
572,2024-07-25,2024,3,7,July,30,3,Thursday,0
573,2024-07-26,2024,3,7,July,30,4,Friday,0
574,2024-07-27,2024,3,7,July,30,5,Saturday,1
575,2024-07-28,2024,3,7,July,30,6,Sunday,1
576,2024-07-29,2024,3,7,July,31,0,Monday,0
577,2024-07-30,2024,3,7,July,31,1,Tuesday,0
578,2024-07-31,2024,3,7,July,31,2,Wednesday,0
579,2024-08-01,2024,3,8,August,31,3,Thursday,0
580,2024-08-02,2024,3,8,August,31,4,Friday,0
581,2024-08-03,2024,3,8,August,31,5,Saturday,1
582,2024-08-04,2024,3,8,August,31,6,Sunday,1
583,2024-08-05,2024,3,8,August,32,0,Monday,0
584,2024-08-06,2024,3,8,August,32,1,Tuesday,0
585,2024-08-07,2024,3,8,August,32,2,Wednesday,0
586,2024-08-08,2024,3,8,August,32,3,Thursday,0
587,2024-08-09,2024,3,8,August,32,4,Friday,0
588,2024-08-10,2024,3,8,August,32,5,Saturday,1
589,2024-08-11,2024,3,8,August,32,6,Sunday,1
590,2024-08-12,2024,3,8,August,33,0,Monday,0
591,2024-08-13,2024,3,8,August,33,1,Tuesday,0
592,2024-08-14,2024,3,8,August,33,2,Wednesday,0
593,2024-08-15,2024,3,8,August,33,3,Thursday,0
594,2024-08-16,2024,3,8,August,33,4,Friday,0
595,2024-08-17,2024,3,8,August,33,5,Saturday,1
596,2024-08-18,2024,3,8,August,33,6,Sunday,1
597,2024-08-19,2024,3,8,August,34,0,Monday,0
598,2024-08-20,2024,3,8,August,34,1,Tuesday,0
599,2024-08-21,2024,3,8,August,34,2,Wednesday,0
600,2024-08-22,2024,3,8,August,34,3,Thursday,0
601,2024-08-23,2024,3,8,August,34,4,Friday,0
602,2024-08-24,2024,3,8,August,34,5,Saturday,1
603,2024-08-25,2024,3,8,August,34,6,Sunday,1
604,2024-08-26,2024,3,8,August,35,0,Monday,0
605,2024-08-27,2024,3,8,August,35,1,Tuesday,0
606,2024-08-28,2024,3,8,August,35,2,Wednesday,0
607,2024-08-29,2024,3,8,August,35,3,Thursday,0
608,2024-08-30,2024,3,8,August,35,4,Friday,0
609,2024-08-31,2024,3,8,August,35,5,Saturday,1
610,2024-09-01,2024,3,9,September,35,6,Sunday,1
611,2024-09-02,2024,3,9,September,36,0,Monday,0
612,2024-09-03,2024,3,9,September,36,1,Tuesday,0
613,2024-09-04,2024,3,9,September,36,2,Wednesday,0
614,2024-09-05,2024,3,9,September,36,3,Thursday,0
615,2024-09-06,2024,3,9,September,36,4,Friday,0
616,2024-09-07,2024,3,9,September,36,5,Saturday,1
617,2024-09-08,2024,3,9,September,36,6,Sunday,1
618,2024-09-09,2024,3,9,September,37,0,Monday,0
619,2024-09-10,2024,3,9,September,37,1,Tuesday,0
620,2024-09-11,2024,3,9,September,37,2,Wednesday,0
621,2024-09-12,2024,3,9,September,37,3,Thursday,0
622,2024-09-13,2024,3,9,September,37,4,Friday,0
623,2024-09-14,2024,3,9,September,37,5,Saturday,1
624,2024-09-15,2024,3,9,September,37,6,Sunday,1
625,2024-09-16,2024,3,9,September,38,0,Monday,0
626,2024-09-17,2024,3,9,September,38,1,Tuesday,0
627,2024-09-18,2024,3,9,September,38,2,Wednesday,0
628,2024-09-19,2024,3,9,September,38,3,Thursday,0
629,2024-09-20,2024,3,9,September,38,4,Friday,0
630,2024-09-21,2024,3,9,September,38,5,Saturday,1
631,2024-09-22,2024,3,9,September,38,6,Sunday,1
632,2024-09-23,2024,3,9,September,39,0,Monday,0
633,2024-09-24,2024,3,9,September,39,1,Tuesday,0
634,2024-09-25,2024,3,9,September,39,2,Wednesday,0
635,2024-09-26,2024,3,9,September,39,3,Thursday,0
636,2024-09-27,2024,3,9,September,39,4,Friday,0
637,2024-09-28,2024,3,9,September,39,5,Saturday,1
638,2024-09-29,2024,3,9,September,39,6,Sunday,1
639,2024-09-30,2024,3,9,September,40,0,Monday,0
640,2024-10-01,2024,4,10,October,40,1,Tuesday,0
641,2024-10-02,2024,4,10,October,40,2,Wednesday,0
642,2024-10-03,2024,4,10,October,40,3,Thursday,0
643,2024-10-04,2024,4,10,October,40,4,Friday,0
644,2024-10-05,2024,4,10,October,40,5,Saturday,1
645,2024-10-06,2024,4,10,October,40,6,Sunday,1
646,2024-10-07,2024,4,10,October,41,0,Monday,0
647,2024-10-08,2024,4,10,October,41,1,Tuesday,0
648,2024-10-09,2024,4,10,October,41,2,Wednesday,0
649,2024-10-10,2024,4,10,October,41,3,Thursday,0
650,2024-10-11,2024,4,10,October,41,4,Friday,0
651,2024-10-12,2024,4,10,October,41,5,Saturday,1
652,2024-10-13,2024,4,10,October,41,6,Sunday,1
653,2024-10-14,2024,4,10,October,42,0,Monday,0
654,2024-10-15,2024,4,10,October,42,1,Tuesday,0
655,2024-10-16,2024,4,10,October,42,2,Wednesday,0
656,2024-10-17,2024,4,10,October,42,3,Thursday,0
657,2024-10-18,2024,4,10,October,42,4,Friday,0
658,2024-10-19,2024,4,10,October,42,5,Saturday,1
659,2024-10-20,2024,4,10,October,42,6,Sunday,1
660,2024-10-21,2024,4,10,October,43,0,Monday,0
661,2024-10-22,2024,4,10,October,43,1,Tuesday,0
662,2024-10-23,2024,4,10,October,43,2,Wednesday,0
663,2024-10-24,2024,4,10,October,43,3,Thursday,0
664,2024-10-25,2024,4,10,October,43,4,Friday,0
665,2024-10-26,2024,4,10,October,43,5,Saturday,1
666,2024-10-27,2024,4,10,October,43,6,Sunday,1
667,2024-10-28,2024,4,10,October,44,0,Monday,0
668,2024-10-29,2024,4,10,October,44,1,Tuesday,0
669,2024-10-30,2024,4,10,October,44,2,Wednesday,0
670,2024-10-31,2024,4,10,October,44,3,Thursday,0
671,2024-11-01,2024,4,11,November,44,4,Friday,0
672,2024-11-02,2024,4,11,November,44,5,Saturday,1
673,2024-11-03,2024,4,11,November,44,6,Sunday,1
674,2024-11-04,2024,4,11,November,45,0,Monday,0
675,2024-11-05,2024,4,11,November,45,1,Tuesday,0
676,2024-11-06,2024,4,11,November,45,2,Wednesday,0
677,2024-11-07,2024,4,11,November,45,3,Thursday,0
678,2024-11-08,2024,4,11,November,45,4,Friday,0
679,2024-11-09,2024,4,11,November,45,5,Saturday,1
680,2024-11-10,2024,4,11,November,45,6,Sunday,1
681,2024-11-11,2024,4,11,November,46,0,Monday,0
682,2024-11-12,2024,4,11,November,46,1,Tuesday,0
683,2024-11-13,2024,4,11,November,46,2,Wednesday,0
684,2024-11-14,2024,4,11,November,46,3,Thursday,0
685,2024-11-15,2024,4,11,November,46,4,Friday,0
686,2024-11-16,2024,4,11,November,46,5,Saturday,1
687,2024-11-17,2024,4,11,November,46,6,Sunday,1
688,2024-11-18,2024,4,11,November,47,0,Monday,0
689,2024-11-19,2024,4,11,November,47,1,Tuesday,0
690,2024-11-20,2024,4,11,November,47,2,Wednesday,0
691,2024-11-21,2024,4,11,November,47,3,Thursday,0
692,2024-11-22,2024,4,11,November,47,4,Friday,0
693,2024-11-23,2024,4,11,November,47,5,Saturday,1
694,2024-11-24,2024,4,11,November,47,6,Sunday,1
695,2024-11-25,2024,4,11,November,48,0,Monday,0
696,2024-11-26,2024,4,11,November,48,1,Tuesday,0
697,2024-11-27,2024,4,11,November,48,2,Wednesday,0
698,2024-11-28,2024,4,11,November,48,3,Thursday,0
699,2024-11-29,2024,4,11,November,48,4,Friday,0
700,2024-11-30,2024,4,11,November,48,5,Saturday,1
701,2024-12-01,2024,4,12,December,48,6,Sunday,1
702,2024-12-02,2024,4,12,December,49,0,Monday,0
703,2024-12-03,2024,4,12,December,49,1,Tuesday,0
704,2024-12-04,2024,4,12,December,49,2,Wednesday,0
705,2024-12-05,2024,4,12,December,49,3,Thursday,0
706,2024-12-06,2024,4,12,December,49,4,Friday,0
707,2024-12-07,2024,4,12,December,49,5,Saturday,1
708,2024-12-08,2024,4,12,December,49,6,Sunday,1
709,2024-12-09,2024,4,12,December,50,0,Monday,0
710,2024-12-10,2024,4,12,December,50,1,Tuesday,0
711,2024-12-11,2024,4,12,December,50,2,Wednesday,0
712,2024-12-12,2024,4,12,December,50,3,Thursday,0
713,2024-12-13,2024,4,12,December,50,4,Friday,0
714,2024-12-14,2024,4,12,December,50,5,Saturday,1
715,2024-12-15,2024,4,12,December,50,6,Sunday,1
716,2024-12-16,2024,4,12,December,51,0,Monday,0
717,2024-12-17,2024,4,12,December,51,1,Tuesday,0
718,2024-12-18,2024,4,12,December,51,2,Wednesday,0
719,2024-12-19,2024,4,12,December,51,3,Thursday,0
720,2024-12-20,2024,4,12,December,51,4,Friday,0
721,2024-12-21,2024,4,12,December,51,5,Saturday,1
722,2024-12-22,2024,4,12,December,51,6,Sunday,1
723,2024-12-23,2024,4,12,December,52,0,Monday,0
724,2024-12-24,2024,4,12,December,52,1,Tuesday,0
725,2024-12-25,2024,4,12,December,52,2,Wednesday,0
726,2024-12-26,2024,4,12,December,52,3,Thursday,0
727,2024-12-27,2024,4,12,December,52,4,Friday,0
728,2024-12-28,2024,4,12,December,52,5,Saturday,1
729,2024-12-29,2024,4,12,December,52,6,Sunday,1
730,2024-12-30,2024,4,12,December,1,0,Monday,0
731,2024-12-31,2024,4,12,December,1,1,Tuesday,0
